compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
103.0;55.0;100.0;194.0;62.0;11.0;212.0;31.0;24.0;175.0;217.0;666.0;219.0;73.0;10.0;14.0;187.0;194.0;1;1;hollows_ratio <= 197.00 AND scaled_variance_minor > 584.50 AND max_length_aspect_ratio > 10.00 AND scatter_ratio > 197.25 AND 178.00 < scaled_variance_major <= 217.00 AND radius_ratio <= 196.00 AND kurtosis_about_major <= 19.00 AND kurtosis_about_minor > 184.00 AND skewness_about_major <= 75.00 AND pr_axis_aspect_ratio <= 65.00;10;0.9532374100719424;0.0016;1.0;0.01092896174863388
85.0;45.0;65.0;128.0;56.0;8.0;151.0;45.0;19.0;145.0;170.0;332.0;186.0;81.0;1.0;10.0;179.0;184.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00 AND circularity > 44.00;5;1.0;0.0088;1.0;0.04790419161676647
94.0;48.0;87.0;162.0;64.0;10.0;157.0;43.0;20.0;161.0;179.0;363.0;186.0;75.0;4.0;15.0;184.0;195.0;3;3;max_length_aspect_ratio > 8.00 AND radius_ratio <= 168.00 AND compactness > 93.00 AND pr_axis_aspect_ratio > 61.00;4;1.0;0.0225;1.0;0.10625
86.0;36.0;78.0;146.0;58.0;7.0;135.0;50.0;18.0;124.0;155.0;270.0;148.0;66.0;0.0;25.0;190.0;195.0;2;2;scaled_variance_minor <= 584.50 AND kurtosis_about_major > 19.00 AND skewness_about_major <= 67.00 AND 191.00 < hollows_ratio <= 197.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 46.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND pr_axis_aspect_ratio <= 61.00 AND distance_circularity > 70.00 AND skewness_about_minor <= 6.00 AND radius_ratio > 141.00;13;0.9280575539568345;0.0012;1.0;0.011764705882352941
78.0;36.0;51.0;116.0;56.0;4.0;120.0;57.0;17.0;124.0;135.0;209.0;135.0;84.0;1.0;12.0;177.0;184.0;1;1;compactness <= 87.00 AND 11.00 < kurtosis_about_major <= 19.00 AND pr_axis_aspect_ratio <= 57.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND kurtosis_about_minor <= 184.00 AND circularity <= 40.00 AND skewness_about_minor <= 2.00 AND hollows_ratio <= 191.00 AND radius_ratio <= 141.00 AND scaled_variance_major <= 217.00 AND pr_axis_rectangularity <= 19.00 AND elongatedness > 43.00 AND scatter_ratio <= 147.00 AND scaled_variance_minor <= 365.00 AND distance_circularity <= 98.00 AND max_length_aspect_ratio <= 10.00 AND skewness_about_major > 71.00;18;0.8372395833333334;0.0029;1.0;0.01639344262295082
98.0;44.0;88.0;176.0;67.0;10.0;158.0;43.0;20.0;149.0;173.0;367.0;154.0;66.0;14.0;9.0;194.0;202.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00 AND skewness_about_minor > 9.00;4;1.0;0.0317;1.0;0.14375
89.0;46.0;77.0;125.0;52.0;10.0;156.0;44.0;20.0;160.0;171.0;351.0;177.0;78.0;7.0;17.0;183.0;191.0;3;3;max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND pr_axis_rectangularity > 19.00 AND kurtosis_about_minor <= 193.25;4;1.0;0.0536;1.0;0.25
103.0;46.0;106.0;209.0;66.0;10.0;203.0;33.0;23.0;149.0;217.0;612.0;210.0;70.0;9.0;10.0;191.0;199.0;2;2;radius_ratio > 196.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 8.00 AND compactness > 100.00 AND hollows_ratio > 197.00 AND scatter_ratio > 157.00 AND scaled_radius_of_gyration > 198.00 AND elongatedness <= 43.00 AND max_length_rectangularity <= 160.00 AND kurtosis_about_minor > 189.00 AND scaled_variance_major > 178.00 AND circularity <= 49.00 AND skewness_about_major > 67.00;13;0.9706959706959707;0.002;1.0;0.011764705882352941
99.0;38.0;74.0;184.0;66.0;6.0;164.0;39.0;20.0;131.0;193.0;414.0;137.0;71.0;2.0;22.0;200.0;202.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND max_length_rectangularity <= 136.00;4;1.0;0.0232;1.0;0.09580838323353294
101.0;49.0;103.0;212.0;67.0;10.0;201.0;33.0;23.0;156.0;215.0;601.0;174.0;69.0;4.0;11.0;189.0;196.0;1;1;hollows_ratio <= 197.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND scaled_radius_of_gyration <= 174.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_minor <= 6.00 AND max_length_rectangularity <= 160.00 AND kurtosis_about_major <= 11.00;10;0.9714285714285714;0.0016;1.0;0.01092896174863388
106.0;49.0;106.0;211.0;64.0;9.0;208.0;32.0;24.0;158.0;224.0;645.0;184.0;68.0;1.0;24.0;190.0;202.0;2;2;kurtosis_about_major > 19.00 AND distance_circularity > 98.00 AND 67.00 < skewness_about_major <= 71.00 AND scaled_variance_minor > 584.50 AND hollows_ratio > 201.00 AND compactness > 100.00 AND radius_ratio > 196.00 AND scaled_variance_major > 217.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND 7.00 < max_length_aspect_ratio <= 10.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND circularity <= 49.00 AND max_length_rectangularity <= 160.00 AND 174.00 < scaled_radius_of_gyration <= 198.00 AND elongatedness <= 46.00;15;0.9543568464730291;0.0016;1.0;0.011764705882352941
101.0;53.0;103.0;203.0;63.0;9.0;195.0;34.0;22.0;162.0;210.0;571.0;210.0;68.0;5.0;5.0;191.0;198.0;1;1;max_length_aspect_ratio > 8.00 AND circularity > 49.00 AND scaled_variance_minor > 365.00 AND pr_axis_rectangularity > 20.00 AND 191.00 < hollows_ratio <= 201.00 AND scaled_variance_major > 178.00 AND kurtosis_about_major <= 6.00 AND skewness_about_major <= 75.00 AND 33.00 < elongatedness <= 43.00 AND pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_minor > 189.00 AND 2.00 < skewness_about_minor <= 6.00 AND scatter_ratio <= 197.25;13;0.9251968503937008;0.0023;1.0;0.01639344262295082
96.0;46.0;88.0;174.0;68.0;10.0;155.0;43.0;19.0;148.0;173.0;354.0;182.0;69.0;14.0;15.0;194.0;202.0;3;3;max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00 AND radius_ratio > 168.00;4;1.0;0.0133;1.0;0.05625
97.0;44.0;95.0;202.0;66.0;9.0;188.0;35.0;22.0;144.0;216.0;526.0;175.0;72.0;15.0;11.0;190.0;197.0;2;2;radius_ratio > 196.00 AND pr_axis_rectangularity > 20.00 AND max_length_aspect_ratio > 8.00 AND 157.00 < scatter_ratio <= 197.25 AND hollows_ratio > 191.00 AND 178.00 < scaled_variance_major <= 217.00 AND compactness > 93.00 AND 71.00 < skewness_about_major <= 75.00 AND max_length_rectangularity <= 146.00 AND distance_circularity > 80.00 AND scaled_variance_minor <= 584.50 AND pr_axis_aspect_ratio > 57.00 AND elongatedness <= 43.00 AND circularity <= 44.00 AND scaled_radius_of_gyration > 174.00 AND skewness_about_minor > 9.00 AND 189.00 < kurtosis_about_minor <= 193.25;17;0.95;0.001;1.0;0.011764705882352941
86.0;41.0;66.0;129.0;55.0;7.0;135.0;50.0;18.0;136.0;154.0;266.0;165.0;74.0;3.0;4.0;180.0;187.0;1;1;compactness <= 87.00 AND skewness_about_major <= 75.00 AND pr_axis_aspect_ratio <= 57.00 AND radius_ratio <= 141.00 AND 40.00 < circularity <= 44.00 AND kurtosis_about_minor <= 184.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND skewness_about_minor > 2.00 AND max_length_rectangularity <= 136.00 AND kurtosis_about_major <= 6.00 AND hollows_ratio <= 201.00;11;0.5565693430656934;0.0011;1.0;0.01092896174863388
86.0;44.0;78.0;164.0;68.0;9.0;142.0;46.0;18.0;147.0;168.0;305.0;171.0;70.0;1.0;11.0;190.0;201.0;3;3;max_length_rectangularity > 136.00 AND scaled_variance_minor <= 319.00 AND max_length_aspect_ratio > 8.00 AND kurtosis_about_major <= 19.00;4;1.0;0.0232;1.0;0.1125
105.0;51.0;105.0;197.0;60.0;11.0;191.0;35.0;22.0;162.0;207.0;545.0;194.0;64.0;18.0;4.0;196.0;205.0;2;2;compactness > 100.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 10.00 AND scaled_variance_minor > 365.00 AND skewness_about_major <= 71.00 AND kurtosis_about_minor > 184.00 AND 57.00 < pr_axis_aspect_ratio <= 65.00 AND hollows_ratio > 201.00 AND radius_ratio > 168.00 AND elongatedness <= 43.00 AND skewness_about_minor > 9.00 AND scatter_ratio > 157.00 AND 178.00 < scaled_variance_major <= 217.00 AND pr_axis_rectangularity <= 23.00;14;0.9516129032258065;0.006;1.0;0.029411764705882353
101.0;51.0;105.0;212.0;68.0;10.0;209.0;32.0;24.0;162.0;222.0;653.0;224.0;73.0;5.0;23.0;186.0;195.0;1;1;scatter_ratio > 197.25 AND scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND 191.00 < hollows_ratio <= 197.00 AND kurtosis_about_major > 19.00 AND skewness_about_major > 71.00 AND skewness_about_minor <= 6.00;8;0.9503105590062112;0.0068;0.8;0.02185792349726776
93.0;47.0;88.0;200.0;66.0;7.0;173.0;38.0;21.0;151.0;197.0;452.0;205.0;66.0;0.0;3.0;195.0;202.0;2;2;scaled_variance_minor > 319.00 AND scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 67.00 AND scaled_variance_major > 178.00 AND hollows_ratio > 201.00 AND distance_circularity > 80.00 AND pr_axis_rectangularity > 20.00 AND kurtosis_about_minor > 189.00 AND compactness > 87.00 AND radius_ratio > 196.00 AND 157.00 < scatter_ratio <= 197.25 AND skewness_about_minor <= 2.00 AND elongatedness > 33.00 AND circularity <= 49.00 AND max_length_rectangularity <= 160.00 AND max_length_aspect_ratio <= 8.00;16;0.8346727898966705;0.0016;1.0;0.011764705882352941
95.0;49.0;82.0;139.0;56.0;11.0;159.0;43.0;20.0;162.0;173.0;365.0;185.0;75.0;7.0;10.0;182.0;191.0;3;3;max_length_rectangularity > 160.00 AND radius_ratio <= 141.00 AND scatter_ratio > 157.00;3;1.0;0.0106;1.0;0.05
107.0;55.0;103.0;167.0;49.0;7.0;252.0;27.0;28.0;172.0;269.0;904.0;239.0;83.0;5.0;30.0;179.0;186.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND compactness > 100.00;3;0.9791044776119403;0.0358;1.0;0.1317365269461078
96.0;37.0;74.0;199.0;74.0;5.0;165.0;39.0;20.0;128.0;188.0;419.0;136.0;72.0;1.0;3.0;196.0;200.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 71.00;4;1.0;0.0159;1.0;0.07784431137724551
91.0;42.0;84.0;209.0;75.0;6.0;171.0;38.0;20.0;138.0;189.0;446.0;161.0;69.0;3.0;12.0;196.0;201.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00;4;0.9829059829059829;0.0567;1.0;0.23353293413173654
104.0;52.0;110.0;172.0;53.0;10.0;219.0;30.0;25.0;166.0;235.0;711.0;218.0;74.0;10.0;28.0;188.0;198.0;1;1;scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND 7.00 < max_length_aspect_ratio <= 10.00 AND pr_axis_aspect_ratio <= 57.00 AND scatter_ratio > 197.25 AND 191.00 < hollows_ratio <= 201.00 AND skewness_about_major > 71.00 AND kurtosis_about_major > 19.00 AND radius_ratio <= 196.00;9;0.9663461538461539;0.0043;1.0;0.02185792349726776
109.0;53.0;109.0;221.0;69.0;12.0;221.0;31.0;25.0;169.0;226.0;712.0;212.0;72.0;13.0;28.0;188.0;201.0;2;2;kurtosis_about_minor > 184.00 AND compactness > 100.00 AND 71.00 < skewness_about_major <= 75.00 AND max_length_aspect_ratio > 10.00 AND scaled_variance_major > 217.00 AND distance_circularity > 98.00 AND hollows_ratio > 197.00 AND elongatedness <= 33.00 AND pr_axis_aspect_ratio > 65.00 AND radius_ratio > 168.00 AND skewness_about_minor > 9.00;11;0.9146067415730337;0.002;1.0;0.011764705882352941
90.0;46.0;80.0;143.0;62.0;11.0;159.0;43.0;20.0;156.0;169.0;366.0;186.0;74.0;17.0;7.0;185.0;193.0;3;3;max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND pr_axis_rectangularity > 19.00 AND kurtosis_about_minor <= 189.00;4;1.0;0.0508;1.0;0.225
92.0;41.0;66.0;125.0;52.0;7.0;139.0;50.0;18.0;143.0;160.0;275.0;161.0;81.0;7.0;19.0;182.0;184.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scaled_variance_major <= 167.00 AND compactness > 87.00 AND skewness_about_major > 75.00;6;1.0;0.0159;1.0;0.06875
88.0;37.0;57.0;132.0;62.0;6.0;135.0;50.0;18.0;125.0;151.0;265.0;144.0;83.0;16.0;16.0;180.0;184.0;2;2;skewness_about_major > 75.00 AND skewness_about_minor > 9.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 11.00 AND 87.00 < compactness <= 93.00 AND kurtosis_about_minor <= 184.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND scaled_variance_minor <= 365.00 AND elongatedness > 46.00 AND max_length_aspect_ratio <= 7.00 AND scaled_variance_major <= 167.00 AND hollows_ratio <= 191.00 AND radius_ratio <= 141.00 AND scatter_ratio <= 157.00;15;0.834128878281623;0.0019;1.0;0.011764705882352941
100.0;55.0;101.0;189.0;57.0;10.0;222.0;30.0;25.0;177.0;225.0;731.0;211.0;71.0;7.0;17.0;188.0;197.0;1;1;compactness <= 100.00 AND scaled_variance_minor > 584.50 AND 7.00 < max_length_aspect_ratio <= 10.00 AND pr_axis_aspect_ratio <= 57.00 AND elongatedness <= 33.00 AND scatter_ratio > 197.25 AND 191.00 < hollows_ratio <= 197.00;7;0.9758620689655172;0.0057;1.0;0.0273224043715847
95.0;48.0;83.0;178.0;72.0;10.0;162.0;42.0;20.0;159.0;176.0;379.0;184.0;70.0;6.0;16.0;187.0;197.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00 AND elongatedness <= 43.00;4;1.0;0.0342;1.0;0.15
94.0;46.0;77.0;169.0;60.0;8.0;158.0;42.0;20.0;148.0;181.0;373.0;181.0;67.0;12.0;2.0;193.0;199.0;2;2;elongatedness > 33.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 67.00 AND skewness_about_minor > 9.00 AND radius_ratio > 168.00 AND max_length_aspect_ratio > 7.00 AND hollows_ratio > 197.00 AND compactness > 93.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 319.00 < scaled_variance_minor <= 584.50 AND kurtosis_about_minor <= 193.25 AND kurtosis_about_major <= 11.00 AND distance_circularity <= 80.00 AND max_length_rectangularity <= 160.00 AND pr_axis_rectangularity <= 20.00 AND 174.00 < scaled_radius_of_gyration <= 198.00 AND circularity <= 49.00 AND scatter_ratio <= 197.25;18;0.9513888888888888;0.002;1.0;0.011764705882352941
85.0;36.0;72.0;127.0;56.0;7.0;127.0;54.0;18.0;125.0;144.0;233.0;123.0;70.0;3.0;30.0;184.0;194.0;1;1;compactness <= 87.00 AND kurtosis_about_major > 19.00 AND pr_axis_aspect_ratio <= 57.00 AND 67.00 < skewness_about_major <= 71.00 AND 191.00 < hollows_ratio <= 197.00 AND 70.00 < distance_circularity <= 98.00 AND kurtosis_about_minor <= 184.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND skewness_about_minor > 2.00 AND pr_axis_rectangularity <= 19.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio <= 10.00 AND scaled_variance_minor <= 584.50 AND scatter_ratio <= 197.25 AND elongatedness > 46.00 AND circularity <= 44.00 AND scaled_variance_major <= 217.00;18;0.871244635193133;0.0015;1.0;0.01092896174863388
105.0;51.0;93.0;160.0;51.0;7.0;217.0;30.0;24.0;165.0;240.0;703.0;208.0;81.0;9.0;25.0;188.0;188.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND compactness > 100.00;3;0.9810126582278481;0.0326;1.0;0.1317365269461078
97.0;37.0;76.0;169.0;60.0;8.0;161.0;41.0;20.0;131.0;189.0;391.0;136.0;72.0;0.0;0.0;188.0;192.0;1;1;hollows_ratio <= 197.00 AND scaled_variance_major > 178.00 AND scaled_variance_minor > 365.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_major > 71.00 AND circularity <= 40.00;9;0.963302752293578;0.0015;1.0;0.01092896174863388
102.0;54.0;98.0;167.0;53.0;10.0;217.0;31.0;24.0;174.0;228.0;692.0;223.0;72.0;0.0;31.0;187.0;198.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND max_length_aspect_ratio > 7.00 AND elongatedness <= 33.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 75.00 AND radius_ratio <= 168.00;7;0.9942363112391931;0.0047;1.0;0.02185792349726776
93.0;35.0;78.0;162.0;60.0;8.0;150.0;45.0;19.0;125.0;172.0;331.0;137.0;67.0;2.0;33.0;191.0;198.0;1;1;compactness <= 100.00 AND kurtosis_about_major > 19.00 AND 7.00 < max_length_aspect_ratio <= 10.00 AND scaled_variance_minor > 319.00 AND max_length_rectangularity <= 136.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_radius_of_gyration <= 148.75 AND 197.00 < hollows_ratio <= 201.00 AND circularity <= 40.00 AND elongatedness > 43.00 AND 70.00 < distance_circularity <= 80.00 AND radius_ratio <= 168.00 AND 189.00 < kurtosis_about_minor <= 193.25 AND scaled_variance_major > 167.00 AND scatter_ratio > 147.00 AND skewness_about_major <= 75.00;16;0.9027303754266212;0.0019;1.0;0.01092896174863388
109.0;54.0;109.0;225.0;68.0;11.0;214.0;31.0;24.0;169.0;226.0;675.0;212.0;68.0;11.0;32.0;189.0;202.0;2;2;hollows_ratio > 201.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 7.00 AND scaled_variance_major > 217.00 AND kurtosis_about_minor > 184.00 AND pr_axis_aspect_ratio > 57.00 AND elongatedness <= 43.00 AND compactness > 100.00 AND skewness_about_minor > 9.00 AND 67.00 < skewness_about_major <= 71.00 AND kurtosis_about_major > 6.00;11;0.973404255319149;0.0087;1.0;0.03529411764705882
84.0;42.0;76.0;156.0;64.0;7.0;151.0;44.0;19.0;143.0;179.0;339.0;157.0;75.0;0.0;20.0;187.0;193.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND compactness <= 87.00 AND scatter_ratio > 147.00 AND radius_ratio <= 168.00;5;1.0;0.0253;1.0;0.10778443113772455
100.0;45.0;100.0;209.0;65.0;8.0;201.0;32.0;23.0;147.0;231.0;611.0;189.0;72.0;5.0;5.0;189.0;195.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND max_length_aspect_ratio > 7.00 AND elongatedness <= 33.00 AND compactness <= 100.00 AND 191.00 < hollows_ratio <= 197.00 AND scaled_radius_of_gyration <= 198.00;7;0.9530685920577617;0.0026;1.0;0.01639344262295082
105.0;54.0;106.0;215.0;68.0;10.0;208.0;32.0;24.0;166.0;217.0;640.0;218.0;69.0;14.0;23.0;189.0;199.0;2;2;compactness > 100.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 197.00 AND scatter_ratio > 157.00 AND radius_ratio > 196.00 AND elongatedness <= 43.00 AND skewness_about_minor > 9.00 AND scaled_radius_of_gyration > 198.00 AND 178.00 < scaled_variance_major <= 217.00;10;0.9827586206896551;0.0073;1.0;0.03529411764705882
83.0;40.0;59.0;116.0;53.0;7.0;132.0;52.0;18.0;137.0;145.0;250.0;157.0;84.0;12.0;6.0;177.0;183.0;3;3;136.00 < max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND radius_ratio <= 141.00 AND scatter_ratio <= 147.00 AND kurtosis_about_major <= 6.00 AND scaled_variance_minor <= 319.00 AND skewness_about_minor > 2.00 AND scaled_radius_of_gyration > 148.75 AND scaled_variance_major <= 167.00;9;0.9508599508599509;0.0055;1.0;0.03125
92.0;43.0;70.0;124.0;52.0;6.0;139.0;49.0;18.0;144.0;164.0;282.0;172.0;79.0;4.0;16.0;183.0;185.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND compactness > 87.00 AND skewness_about_major > 75.00;4;1.0;0.015;1.0;0.075
85.0;40.0;66.0;136.0;58.0;6.0;142.0;48.0;19.0;137.0;164.0;295.0;164.0;77.0;2.0;22.0;182.0;186.0;2;2;kurtosis_about_major > 19.00 AND circularity <= 40.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND max_length_rectangularity <= 146.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND scaled_variance_minor <= 319.00 AND max_length_aspect_ratio <= 7.00 AND kurtosis_about_minor <= 184.00 AND elongatedness > 46.00 AND skewness_about_minor <= 2.00 AND skewness_about_major > 75.00 AND scaled_variance_major <= 167.00 AND pr_axis_rectangularity <= 19.00 AND hollows_ratio <= 191.00 AND distance_circularity <= 70.00;15;0.7757805108798487;0.0013;1.0;0.011764705882352941
107.0;57.0;106.0;179.0;51.0;8.0;257.0;26.0;28.0;172.0;275.0;954.0;232.0;83.0;2.0;20.0;181.0;184.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND compactness > 100.00;3;0.9645776566757494;0.0301;1.0;0.1377245508982036
89.0;37.0;51.0;111.0;54.0;5.0;120.0;56.0;17.0;127.0;138.0;213.0;147.0;82.0;7.0;4.0;181.0;183.0;3;3;max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND compactness > 87.00 AND kurtosis_about_major <= 19.00 AND scaled_radius_of_gyration <= 148.75;5;0.9512893982808023;0.0455;0.84375;0.16875
92.0;46.0;82.0;170.0;58.0;8.0;165.0;40.0;20.0;149.0;181.0;409.0;164.0;61.0;8.0;11.0;200.0;208.0;1;1;compactness <= 93.00 AND scaled_variance_major > 178.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_variance_minor > 365.00 AND skewness_about_major <= 67.00 AND hollows_ratio > 191.00 AND circularity > 44.00 AND kurtosis_about_minor > 193.25 AND pr_axis_rectangularity <= 20.00 AND 70.00 < distance_circularity <= 98.00 AND scaled_radius_of_gyration <= 174.00 AND kurtosis_about_major <= 19.00 AND skewness_about_minor > 6.00 AND max_length_rectangularity > 136.00 AND elongatedness > 33.00;16;0.9578544061302682;0.0008;1.0;0.01092896174863388
95.0;45.0;80.0;186.0;62.0;7.0;164.0;40.0;20.0;145.0;188.0;406.0;178.0;65.0;11.0;18.0;199.0;204.0;1;1;scaled_radius_of_gyration <= 198.00 AND 178.00 < scaled_variance_major <= 217.00 AND skewness_about_major <= 67.00 AND 365.00 < scaled_variance_minor <= 584.50 AND 157.00 < scatter_ratio <= 197.25 AND 70.00 < distance_circularity <= 80.00 AND skewness_about_minor > 9.00 AND pr_axis_aspect_ratio <= 65.00 AND 136.00 < max_length_rectangularity <= 146.00 AND 19.00 < pr_axis_rectangularity <= 20.00 AND radius_ratio <= 196.00 AND max_length_aspect_ratio <= 8.00 AND 44.00 < circularity <= 49.00 AND elongatedness > 33.00 AND kurtosis_about_minor > 184.00 AND compactness <= 100.00;16;0.9629629629629629;0.003;1.0;0.01639344262295082
97.0;53.0;105.0;225.0;71.0;12.0;221.0;30.0;25.0;167.0;226.0;713.0;202.0;70.0;3.0;20.0;186.0;200.0;2;2;hollows_ratio > 197.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 10.00 AND radius_ratio > 196.00 AND compactness > 93.00 AND scaled_variance_minor > 365.00 AND 67.00 < skewness_about_major <= 71.00 AND elongatedness <= 33.00 AND scaled_radius_of_gyration > 198.00 AND 2.00 < skewness_about_minor <= 6.00 AND kurtosis_about_minor <= 189.00 AND pr_axis_aspect_ratio > 65.00 AND pr_axis_rectangularity > 20.00 AND scatter_ratio > 157.00 AND kurtosis_about_major > 6.00;15;0.9449838187702265;0.0039;1.0;0.023529411764705882
